i	j	fold	type
221	269	0	n
222	269	0	n
223	269	0	n
224	269	0	n
225	269	0	n
226	269	0	n
227	269	0	n
228	269	0	n
229	269	0	n
230	269	0	n
231	269	0	n
232	269	0	n
233	269	0	n
234	269	0	n
235	269	0	n
236	269	0	n
237	269	0	n
238	269	0	n
239	269	0	n
240	269	0	n
241	269	0	n
242	269	0	n
243	269	0	n
244	269	0	n
245	269	0	n
246	269	0	n
247	269	0	n
248	269	0	n
249	269	0	n
250	269	0	n
251	269	0	n
252	269	0	n
253	269	0	n
254	269	0	n
255	269	0	n
256	269	0	n
257	269	0	n
258	269	0	n
260	269	0	n
264	269	0	n
265	269	0	n
266	269	0	n
267	269	0	n
268	269	0	n
26	270	0	n
37	270	0	n
38	270	0	n
42	270	0	n
45	270	0	n
48	270	0	n
50	270	0	n
51	270	0	n
56	270	0	n
62	270	0	n
63	270	0	n
64	270	0	n
67	270	0	n
68	270	0	n
70	270	0	n
73	270	0	n
79	270	0	n
80	270	0	n
83	270	0	n
85	270	0	n
86	270	0	n
90	270	0	n
92	270	0	n
93	270	0	n
95	270	0	n
99	270	0	n
100	270	0	n
103	270	0	n
104	270	0	n
106	270	0	n
107	270	0	n
108	270	0	n
109	270	0	n
112	270	0	n
114	270	0	n
167	270	0	n
168	270	0	n
169	270	0	n
170	270	0	n
171	270	0	n
172	270	0	n
173	270	0	n
174	270	0	n
176	270	0	n
177	270	0	n
178	270	0	n
179	270	0	n
180	270	0	n
181	270	0	n
182	270	0	n
183	270	0	n
186	270	0	n
187	270	0	n
188	270	0	n
189	270	0	n
190	270	0	n
192	270	0	n
193	270	0	n
194	270	0	n
195	270	0	n
196	270	0	n
197	270	0	n
198	270	0	n
199	270	0	n
201	270	0	n
202	270	0	n
204	270	0	n
205	270	0	n
206	270	0	n
207	270	0	n
208	270	0	n
210	270	0	n
211	270	0	n
212	270	0	n
213	270	0	n
214	270	0	n
216	270	0	n
217	270	0	n
218	270	0	n
219	270	0	n
220	270	0	n
221	270	0	n
222	270	0	n
223	270	0	n
224	270	0	n
225	270	0	n
227	270	0	n
228	270	0	n
229	270	0	n
230	270	0	n
231	270	0	n
232	270	0	n
233	270	0	n
234	270	0	n
235	270	0	n
236	270	0	n
237	270	0	n
238	270	0	n
239	270	0	n
240	270	0	n
241	270	0	n
242	270	0	n
243	270	0	n
244	270	0	n
245	270	0	n
246	270	0	n
247	270	0	n
248	270	0	n
249	270	0	n
250	270	0	n
251	270	0	n
252	270	0	n
253	270	0	n
254	270	0	n
255	270	0	n
256	270	0	n
257	270	0	n
258	270	0	n
259	270	0	n
263	270	0	n
264	270	0	n
265	270	0	n
266	270	0	n
267	270	0	n
268	270	0	n
269	270	0	n
16	271	0	n
31	271	0	n
50	271	0	n
51	271	0	n
54	271	0	n
60	271	0	n
63	271	0	n
65	271	0	n
66	271	0	n
71	271	0	n
74	271	0	n
75	271	0	n
79	271	0	n
83	271	0	n
89	271	0	n
91	271	0	n
95	271	0	n
98	271	0	n
101	271	0	n
102	271	0	n
104	271	0	n
105	271	0	n
106	271	0	n
107	271	0	n
112	271	0	n
114	271	0	n
118	271	0	n
121	271	0	n
167	271	0	n
169	271	0	n
170	271	0	n
172	271	0	n
173	271	0	n
174	271	0	n
175	271	0	n
176	271	0	n
177	271	0	n
178	271	0	n
179	271	0	n
180	271	0	n
181	271	0	n
182	271	0	n
184	271	0	n
186	271	0	n
188	271	0	n
189	271	0	n
191	271	0	n
192	271	0	n
193	271	0	n
194	271	0	n
195	271	0	n
197	271	0	n
198	271	0	n
199	271	0	n
200	271	0	n
201	271	0	n
203	271	0	n
204	271	0	n
206	271	0	n
207	271	0	n
208	271	0	n
210	271	0	n
211	271	0	n
212	271	0	n
214	271	0	n
215	271	0	n
216	271	0	n
217	271	0	n
218	271	0	n
219	271	0	n
220	271	0	n
221	271	0	n
222	271	0	n
223	271	0	n
224	271	0	n
225	271	0	n
226	271	0	n
227	271	0	n
228	271	0	n
229	271	0	n
230	271	0	n
231	271	0	n
232	271	0	n
233	271	0	n
234	271	0	n
235	271	0	n
236	271	0	n
237	271	0	n
239	271	0	n
240	271	0	n
241	271	0	n
242	271	0	n
243	271	0	n
244	271	0	n
245	271	0	n
246	271	0	n
247	271	0	n
248	271	0	n
249	271	0	n
250	271	0	n
251	271	1	down
252	271	0	n
253	271	0	n
254	271	0	n
255	271	0	n
256	271	0	n
257	271	0	n
258	271	0	n
263	271	0	n
264	271	0	n
265	271	0	n
266	271	0	n
267	271	0	n
268	271	0	n
269	271	0	n
270	271	0	n
26	272	0	n
29	272	0	n
34	272	0	n
36	272	0	n
37	272	0	n
38	272	0	n
48	272	0	n
50	272	0	n
60	272	0	n
61	272	0	n
63	272	0	n
64	272	0	n
65	272	0	n
66	272	0	n
67	272	0	n
68	272	0	n
70	272	0	n
71	272	0	n
72	272	0	n
74	272	0	n
89	272	0	n
96	272	0	n
99	272	0	n
100	272	0	n
101	272	0	n
104	272	0	n
105	272	0	n
106	272	0	n
110	272	0	n
113	272	0	n
117	272	0	n
118	272	0	n
168	272	0	n
169	272	0	n
170	272	0	n
173	272	0	n
174	272	0	n
177	272	0	n
178	272	0	n
179	272	0	n
180	272	0	n
181	272	0	n
183	272	0	n
185	272	0	n
187	272	0	n
188	272	0	n
189	272	0	n
190	272	0	n
191	272	0	n
192	272	0	n
193	272	0	n
194	272	0	n
195	272	0	n
197	272	0	n
199	272	0	n
200	272	0	n
201	272	0	n
202	272	0	n
203	272	0	n
204	272	0	n
205	272	0	n
207	272	0	n
208	272	0	n
209	272	0	n
211	272	0	n
212	272	0	n
213	272	0	n
214	272	0	n
215	272	0	n
216	272	0	n
217	272	0	n
218	272	0	n
219	272	0	n
220	272	0	n
221	272	0	n
222	272	0	n
223	272	0	n
224	272	0	n
225	272	0	n
226	272	0	n
227	272	0	n
228	272	0	n
229	272	0	n
230	272	0	n
231	272	0	n
232	272	0	n
233	272	0	n
234	272	0	n
235	272	0	n
236	272	0	n
239	272	0	n
240	272	0	n
242	272	0	n
243	272	0	n
244	272	0	n
245	272	0	n
246	272	0	n
247	272	0	n
248	272	0	n
249	272	0	n
250	272	0	n
251	272	0	n
252	272	0	n
253	272	0	n
254	272	0	n
255	272	0	n
256	272	0	n
257	272	0	n
258	272	0	n
263	272	0	n
264	272	0	n
265	272	0	n
266	272	0	n
267	272	1	down
268	272	0	n
269	272	0	n
270	272	0	n
271	272	0	n
26	273	0	n
27	273	0	n
28	273	0	n
34	273	0	n
38	273	0	n
39	273	0	n
42	273	0	n
50	273	0	n
56	273	0	n
59	273	0	n
64	273	0	n
66	273	0	n
69	273	0	n
70	273	0	n
71	273	0	n
73	273	0	n
74	273	0	n
77	273	0	n
78	273	0	n
85	273	0	n
92	273	0	n
98	273	0	n
99	273	0	n
100	273	0	n
102	273	0	n
103	273	0	n
104	273	0	n
106	273	0	n
107	273	0	n
109	273	0	n
110	273	0	n
113	273	0	n
115	273	0	n
167	273	0	n
168	273	0	n
169	273	0	n
170	273	0	n
171	273	0	n
172	273	0	n
173	273	0	n
174	273	0	n
177	273	0	n
178	273	0	n
179	273	0	n
180	273	0	n
181	273	0	n
183	273	0	n
184	273	0	n
185	273	0	n
186	273	0	n
187	273	0	n
188	273	0	n
189	273	0	n
191	273	0	n
192	273	0	n
193	273	0	n
194	273	0	n
195	273	0	n
196	273	0	n
197	273	0	n
198	273	0	n
199	273	0	n
201	273	0	n
202	273	0	n
203	273	0	n
204	273	0	n
205	273	0	n
207	273	0	n
210	273	0	n
211	273	0	n
212	273	0	n
214	273	0	n
215	273	0	n
216	273	0	n
217	273	0	n
218	273	0	n
219	273	0	n
220	273	0	n
221	273	0	n
223	273	0	n
224	273	0	n
225	273	0	n
226	273	0	n
227	273	0	n
229	273	0	n
230	273	0	n
231	273	0	n
232	273	0	n
233	273	0	n
234	273	0	n
235	273	0	n
236	273	0	n
237	273	0	n
239	273	0	n
240	273	0	n
241	273	0	n
242	273	0	n
243	273	0	n
245	273	0	n
246	273	0	n
247	273	0	n
248	273	0	n
249	273	0	n
250	273	0	n
251	273	0	n
252	273	0	n
253	273	0	n
254	273	0	n
255	273	0	n
256	273	0	n
257	273	0	n
258	273	0	n
261	273	0	n
263	273	0	n
264	273	0	n
265	273	0	n
266	273	0	n
267	273	0	n
268	273	0	n
269	273	0	n
270	273	0	n
271	273	0	n
272	273	0	n
28	274	0	n
34	274	0	n
35	274	0	n
36	274	0	n
37	274	0	n
39	274	0	n
43	274	0	n
48	274	0	n
51	274	0	n
55	274	0	n
56	274	0	n
61	274	0	n
66	274	0	n
67	274	0	n
68	274	0	n
71	274	0	n
72	274	0	n
73	274	0	n
74	274	0	n
77	274	0	n
78	274	0	n
86	274	0	n
89	274	0	n
90	274	0	n
91	274	0	n
92	274	0	n
93	274	0	n
94	274	0	n
96	274	0	n
98	274	0	n
100	274	0	n
101	274	0	n
102	274	0	n
103	274	0	n
104	274	0	n
105	274	0	n
106	274	0	n
109	274	0	n
110	274	0	n
113	274	0	n
119	274	0	n
128	274	0	n
147	274	0	n
154	274	0	n
161	274	0	n
167	274	0	n
168	274	0	n
170	274	0	n
171	274	0	n
177	274	0	n
178	274	0	n
179	274	0	n
180	274	0	n
182	274	0	n
183	274	0	n
184	274	0	n
185	274	0	n
186	274	0	n
187	274	0	n
188	274	0	n
189	274	0	n
192	274	0	n
193	274	0	n
194	274	0	n
196	274	0	n
197	274	0	n
198	274	0	n
200	274	0	n
201	274	0	n
202	274	0	n
203	274	0	n
204	274	0	n
206	274	0	n
208	274	0	n
209	274	0	n
211	274	0	n
212	274	0	n
213	274	0	n
214	274	0	n
215	274	0	n
216	274	0	n
217	274	0	n
218	274	0	n
219	274	0	n
221	274	0	n
222	274	0	n
223	274	0	n
225	274	0	n
226	274	0	n
227	274	0	n
228	274	0	n
229	274	0	n
230	274	0	n
231	274	0	n
232	274	0	n
233	274	0	n
234	274	0	n
235	274	0	n
236	274	0	n
237	274	0	n
238	274	0	n
241	274	0	n
242	274	0	n
243	274	0	n
244	274	0	n
245	274	0	n
246	274	0	n
247	274	0	n
248	274	0	n
249	274	0	n
250	274	0	n
251	274	0	n
252	274	0	n
253	274	0	n
254	274	0	n
255	274	0	n
256	274	0	n
257	274	0	n
258	274	0	n
263	274	0	n
264	274	0	n
265	274	0	n
266	274	0	n
267	274	0	n
268	274	0	n
269	274	0	n
270	274	0	n
271	274	0	n
272	274	0	n
273	274	0	n
30	275	0	n
31	275	0	n
33	275	0	n
37	275	0	n
39	275	0	n
42	275	0	n
43	275	0	n
49	275	0	n
52	275	0	n
62	275	0	n
64	275	0	n
67	275	0	n
70	275	0	n
72	275	0	n
77	275	0	n
78	275	0	n
79	275	0	n
81	275	0	n
82	275	0	n
85	275	0	n
90	275	0	n
92	275	0	n
94	275	0	n
95	275	0	n
97	275	0	n
99	275	0	n
100	275	0	n
101	275	0	n
105	275	0	n
106	275	0	n
108	275	0	n
112	275	0	n
118	275	0	n
119	275	0	n
121	275	0	n
128	275	0	n
129	275	0	n
166	275	0	n
168	275	0	n
170	275	0	n
171	275	0	n
172	275	0	n
173	275	0	n
174	275	0	n
177	275	0	n
178	275	0	n
179	275	0	n
180	275	0	n
181	275	0	n
182	275	0	n
183	275	0	n
184	275	0	n
185	275	0	n
186	275	0	n
187	275	0	n
188	275	0	n
190	275	0	n
191	275	0	n
192	275	0	n
193	275	0	n
195	275	0	n
196	275	0	n
198	275	0	n
200	275	0	n
201	275	0	n
203	275	0	n
204	275	0	n
206	275	0	n
207	275	0	n
208	275	0	n
210	275	0	n
211	275	0	n
212	275	0	n
213	275	0	n
214	275	0	n
215	275	0	n
216	275	0	n
217	275	0	n
218	275	0	n
219	275	0	n
220	275	0	n
221	275	0	n
222	275	0	n
223	275	0	n
224	275	0	n
225	275	0	n
226	275	0	n
227	275	0	n
228	275	0	n
229	275	0	n
230	275	0	n
231	275	0	n
232	275	0	n
233	275	0	n
234	275	0	n
235	275	0	n
236	275	0	n
237	275	0	n
238	275	0	n
239	275	0	n
240	275	0	n
241	275	0	n
242	275	0	n
243	275	0	n
244	275	0	n
245	275	0	n
246	275	0	n
247	275	0	n
248	275	0	n
249	275	0	n
250	275	0	n
251	275	0	n
252	275	0	n
253	275	0	n
254	275	0	n
255	275	0	n
256	275	0	n
257	275	0	n
258	275	0	n
261	275	0	n
264	275	0	n
265	275	0	n
266	275	0	n
267	275	0	n
268	275	0	n
269	275	0	n
270	275	0	n
271	275	0	n
272	275	0	n
273	275	0	n
274	275	0	n
20	276	0	n
31	276	0	n
33	276	0	n
34	276	0	n
39	276	0	n
40	276	0	n
48	276	0	n
50	276	0	n
52	276	0	n
60	276	0	n
68	276	0	n
69	276	0	n
70	276	0	n
72	276	0	n
73	276	0	n
78	276	0	n
79	276	0	n
88	276	0	n
90	276	0	n
91	276	0	n
92	276	0	n
94	276	0	n
95	276	0	n
96	276	0	n
97	276	0	n
98	276	0	n
99	276	0	n
101	276	0	n
102	276	0	n
103	276	0	n
104	276	0	n
106	276	0	n
107	276	0	n
108	276	0	n
109	276	0	n
111	276	0	n
115	276	0	n
117	276	0	n
168	276	0	n
169	276	0	n
171	276	0	n
172	276	0	n
173	276	0	n
174	276	0	n
177	276	0	n
180	276	0	n
181	276	0	n
182	276	0	n
183	276	0	n
184	276	0	n
185	276	0	n
188	276	0	n
189	276	0	n
190	276	0	n
191	276	0	n
192	276	0	n
193	276	0	n
195	276	0	n
196	276	0	n
197	276	0	n
199	276	0	n
200	276	0	n
201	276	0	n
203	276	0	n
205	276	0	n
206	276	0	n
207	276	0	n
209	276	0	n
210	276	0	n
212	276	0	n
213	276	0	n
214	276	0	n
215	276	0	n
216	276	0	n
217	276	0	n
219	276	0	n
220	276	0	n
221	276	0	n
222	276	0	n
223	276	0	n
224	276	0	n
225	276	0	n
226	276	0	n
228	276	0	n
229	276	0	n
230	276	0	n
231	276	0	n
232	276	0	n
233	276	0	n
234	276	0	n
235	276	0	n
236	276	0	n
237	276	0	n
238	276	0	n
239	276	0	n
240	276	0	n
241	276	0	n
242	276	0	n
243	276	0	n
244	276	0	n
245	276	0	n
246	276	0	n
247	276	0	n
248	276	0	n
249	276	0	n
250	276	0	n
251	276	0	n
252	276	0	n
253	276	0	n
254	276	0	n
255	276	0	n
256	276	0	n
257	276	0	n
258	276	0	n
263	276	0	n
265	276	0	n
266	276	0	n
267	276	0	n
268	276	0	n
269	276	0	n
270	276	0	n
271	276	0	n
272	276	0	n
273	276	0	n
274	276	0	n
275	276	0	n
27	277	0	n
33	277	0	n
43	277	0	n
51	277	0	n
57	277	0	n
70	277	0	n
72	277	0	n
73	277	0	n
76	277	0	n
80	277	0	n
83	277	0	n
91	277	0	n
93	277	0	n
94	277	0	n
95	277	0	n
96	277	0	n
97	277	0	n
99	277	0	n
101	277	0	n
104	277	0	n
106	277	0	n
107	277	0	n
114	277	0	n
117	277	0	n
166	277	0	n
167	277	0	n
171	277	0	n
172	277	0	n
173	277	0	n
174	277	0	n
177	277	0	n
179	277	0	n
180	277	0	n
181	277	0	n
182	277	0	n
184	277	0	n
186	277	0	n
188	277	0	n
189	277	0	n
196	277	0	n
199	277	0	n
200	277	0	n
201	277	0	n
202	277	0	n
203	277	0	n
204	277	0	n
205	277	0	n
206	277	0	n
208	277	0	n
210	277	0	n
211	277	0	n
214	277	0	n
215	277	0	n
216	277	0	n
218	277	0	n
219	277	0	n
220	277	0	n
221	277	0	n
223	277	0	n
224	277	0	n
226	277	0	n
227	277	0	n
228	277	0	n
229	277	0	n
230	277	0	n
231	277	1	down
232	277	0	n
233	277	0	n
234	277	0	n
235	277	0	n
236	277	0	n
237	277	0	n
238	277	0	n
240	277	0	n
241	277	0	n
242	277	0	n
243	277	0	n
244	277	0	n
245	277	0	n
246	277	0	n
247	277	0	n
248	277	0	n
249	277	0	n
250	277	0	n
251	277	0	n
252	277	0	n
253	277	0	n
254	277	0	n
255	277	0	n
256	277	0	n
257	277	0	n
258	277	0	n
263	277	0	n
264	277	0	n
265	277	0	n
266	277	0	n
267	277	0	n
268	277	0	n
269	277	0	n
270	277	0	n
271	277	0	n
272	277	0	n
273	277	0	n
274	277	0	n
275	277	0	n
276	277	0	n
31	278	0	n
37	278	0	n
39	278	0	n
54	278	0	n
55	278	0	n
63	278	0	n
67	278	0	n
71	278	0	n
76	278	0	n
78	278	0	n
79	278	0	n
80	278	0	n
84	278	0	n
86	278	0	n
91	278	0	n
92	278	0	n
93	278	0	n
96	278	0	n
97	278	0	n
99	278	0	n
101	278	0	n
105	278	0	n
107	278	0	n
109	278	0	n
112	278	0	n
114	278	0	n
115	278	0	n
116	278	0	n
167	278	0	n
171	278	0	n
172	278	0	n
173	278	0	n
174	278	0	n
177	278	0	n
178	278	0	n
182	278	0	n
188	278	0	n
191	278	0	n
192	278	0	n
193	278	0	n
195	278	0	n
196	278	0	n
197	278	0	n
198	278	0	n
199	278	0	n
200	278	0	n
201	278	0	n
202	278	0	n
203	278	0	n
204	278	0	n
205	278	0	n
206	278	0	n
207	278	0	n
210	278	0	n
211	278	0	n
212	278	0	n
214	278	0	n
215	278	0	n
216	278	0	n
218	278	0	n
219	278	0	n
220	278	0	n
221	278	0	n
222	278	0	n
223	278	0	n
224	278	0	n
225	278	0	n
226	278	0	n
227	278	0	n
228	278	0	n
229	278	0	n
230	278	0	n
231	278	0	n
232	278	0	n
233	278	0	n
234	278	0	n
235	278	0	n
236	278	0	n
237	278	0	n
238	278	0	n
239	278	0	n
240	278	0	n
242	278	0	n
243	278	0	n
245	278	0	n
247	278	0	n
248	278	0	n
250	278	0	n
251	278	0	n
252	278	0	n
253	278	0	n
254	278	0	n
255	278	0	n
256	278	0	n
257	278	0	n
258	278	0	n
261	278	0	n
264	278	0	n
265	278	0	n
266	278	0	n
267	278	0	n
268	278	0	n
269	278	0	n
270	278	0	n
271	278	0	n
272	278	0	n
273	278	0	n
274	278	0	n
275	278	0	n
276	278	0	n
277	278	0	n
28	279	0	n
31	279	0	n
33	279	0	n
39	279	0	n
40	279	0	n
42	279	0	n
47	279	0	n
50	279	0	n
52	279	0	n
57	279	0	n
58	279	0	n
59	279	0	n
64	279	0	n
65	279	0	n
68	279	0	n
72	279	0	n
73	279	0	n
75	279	0	n
76	279	0	n
77	279	0	n
78	279	0	n
79	279	0	n
80	279	0	n
82	279	0	n
84	279	0	n
89	279	0	n
92	279	0	n
93	279	0	n
95	279	0	n
96	279	0	n
104	279	0	n
106	279	0	n
107	279	0	n
109	279	0	n
111	279	0	n
112	279	0	n
114	279	0	n
117	279	0	n
118	279	0	n
119	279	0	n
168	279	0	n
169	279	0	n
170	279	0	n
171	279	0	n
172	279	0	n
173	279	0	n
174	279	0	n
177	279	0	n
178	279	0	n
179	279	0	n
180	279	0	n
181	279	0	n
182	279	0	n
184	279	0	n
185	279	0	n
187	279	0	n
188	279	0	n
189	279	0	n
193	279	0	n
195	279	0	n
197	279	0	n
198	279	0	n
199	279	0	n
200	279	0	n
202	279	0	n
203	279	0	n
204	279	0	n
206	279	0	n
207	279	0	n
208	279	0	n
211	279	0	n
213	279	0	n
214	279	0	n
215	279	0	n
216	279	0	n
218	279	0	n
219	279	0	n
220	279	0	n
221	279	0	n
222	279	0	n
223	279	0	n
224	279	0	n
225	279	0	n
227	279	0	n
228	279	0	n
229	279	0	n
230	279	0	n
231	279	0	n
232	279	0	n
233	279	0	n
234	279	0	n
235	279	0	n
236	279	0	n
237	279	0	n
238	279	0	n
239	279	0	n
241	279	0	n
242	279	0	n
243	279	0	n
244	279	0	n
245	279	0	n
246	279	0	n
247	279	0	n
248	279	0	n
249	279	0	n
250	279	0	n
251	279	0	n
252	279	0	n
253	279	0	n
254	279	0	n
255	279	0	n
256	279	0	n
257	279	0	n
263	279	0	n
264	279	0	n
266	279	0	n
267	279	0	n
268	279	0	n
269	279	0	n
270	279	0	n
271	279	0	n
272	279	0	n
273	279	0	n
274	279	0	n
275	279	0	n
276	279	0	n
277	279	0	n
278	279	0	n
27	280	0	n
28	280	0	n
36	280	0	n
37	280	0	n
38	280	0	n
42	280	0	n
57	280	0	n
63	280	0	n
68	280	0	n
70	280	0	n
71	280	0	n
72	280	0	n
76	280	0	n
77	280	0	n
78	280	0	n
83	280	0	n
84	280	0	n
93	280	0	n
106	280	0	n
107	280	0	n
110	280	0	n
113	280	0	n
114	280	0	n
117	280	0	n
118	280	0	n
121	280	0	n
153	280	0	n
161	280	0	n
169	280	0	n
170	280	0	n
171	280	0	n
174	280	0	n
177	280	0	n
178	280	0	n
180	280	0	n
181	280	0	n
182	280	0	n
183	280	0	n
185	280	0	n
187	280	0	n
188	280	0	n
189	280	0	n
191	280	0	n
192	280	0	n
193	280	0	n
194	280	0	n
195	280	0	n
196	280	0	n
197	280	0	n
198	280	0	n
201	280	0	n
202	280	0	n
203	280	0	n
204	280	0	n
205	280	0	n
211	280	0	n
212	280	0	n
214	280	0	n
216	280	0	n
217	280	0	n
219	280	0	n
220	280	0	n
221	280	0	n
222	280	0	n
224	280	0	n
226	280	0	n
227	280	0	n
228	280	0	n
229	280	0	n
230	280	0	n
231	280	0	n
232	280	0	n
234	280	0	n
235	280	0	n
236	280	0	n
237	280	0	n
240	280	0	n
241	280	0	n
242	280	0	n
243	280	0	n
244	280	0	n
245	280	0	n
246	280	0	n
247	280	0	n
248	280	0	n
249	280	0	n
250	280	0	n
251	280	0	n
252	280	0	n
253	280	0	n
254	280	0	n
255	280	0	n
256	280	0	n
257	280	0	n
258	280	0	n
263	280	0	n
264	280	0	n
266	280	0	n
267	280	0	n
268	280	0	n
269	280	0	n
270	280	0	n
271	280	0	n
272	280	0	n
273	280	0	n
274	280	0	n
275	280	0	n
276	280	0	n
277	280	0	n
278	280	0	n
279	280	0	n
29	281	0	n
34	281	0	n
36	281	0	n
37	281	0	n
39	281	0	n
48	281	0	n
59	281	0	n
61	281	0	n
64	281	0	n
65	281	0	n
67	281	0	n
70	281	0	n
80	281	0	n
82	281	0	n
88	281	0	n
90	281	0	n
93	281	0	n
99	281	0	n
101	281	0	n
102	281	0	n
106	281	0	n
108	281	0	n
111	281	0	n
112	281	0	n
114	281	0	n
117	281	0	n
161	281	0	n
166	281	0	n
169	281	0	n
172	281	0	n
173	281	0	n
178	281	0	n
179	281	0	n
181	281	0	n
182	281	0	n
183	281	0	n
187	281	0	n
188	281	0	n
191	281	0	n
194	281	0	n
195	281	0	n
196	281	0	n
197	281	0	n
198	281	0	n
199	281	0	n
200	281	0	n
201	281	0	n
203	281	0	n
204	281	0	n
206	281	0	n
207	281	0	n
208	281	0	n
211	281	0	n
212	281	0	n
213	281	0	n
214	281	0	n
215	281	0	n
216	281	0	n
217	281	0	n
218	281	0	n
219	281	0	n
220	281	0	n
221	281	0	n
222	281	0	n
223	281	0	n
224	281	0	n
225	281	0	n
226	281	0	n
228	281	0	n
230	281	0	n
232	281	0	n
233	281	0	n
234	281	0	n
235	281	0	n
236	281	0	n
237	281	0	n
238	281	0	n
239	281	0	n
240	281	0	n
241	281	0	n
242	281	0	n
243	281	0	n
244	281	0	n
245	281	0	n
246	281	0	n
247	281	0	n
248	281	0	n
249	281	0	n
250	281	0	n
251	281	0	n
252	281	0	n
253	281	0	n
254	281	0	n
255	281	0	n
256	281	0	n
257	281	0	n
258	281	0	n
264	281	0	n
265	281	0	n
266	281	0	n
267	281	0	n
268	281	0	n
269	281	0	n
270	281	0	n
271	281	0	n
272	281	0	n
273	281	0	n
274	281	0	n
275	281	0	n
276	281	0	n
277	281	0	n
278	281	0	n
279	281	0	n
280	281	0	n
27	282	0	n
35	282	0	n
37	282	0	n
39	282	0	n
44	282	0	n
52	282	0	n
54	282	0	n
57	282	0	n
60	282	0	n
62	282	0	n
64	282	0	n
66	282	0	n
67	282	0	n
68	282	0	n
70	282	0	n
71	282	0	n
72	282	0	n
73	282	0	n
75	282	0	n
77	282	0	n
86	282	0	n
87	282	0	n
90	282	0	n
96	282	0	n
99	282	0	n
102	282	0	n
106	282	0	n
107	282	0	n
111	282	0	n
112	282	0	n
113	282	0	n
116	282	0	n
168	282	0	n
170	282	0	n
171	282	0	n
173	282	0	n
174	282	0	n
176	282	0	n
177	282	0	n
178	282	0	n
179	282	0	n
180	282	0	n
181	282	0	n
182	282	0	n
184	282	0	n
185	282	0	n
187	282	0	n
188	282	0	n
189	282	0	n
190	282	0	n
191	282	0	n
193	282	0	n
194	282	0	n
195	282	0	n
196	282	0	n
197	282	0	n
198	282	0	n
199	282	0	n
200	282	0	n
201	282	0	n
202	282	0	n
203	282	0	n
204	282	0	n
205	282	0	n
206	282	0	n
207	282	0	n
209	282	0	n
210	282	0	n
211	282	0	n
212	282	0	n
213	282	0	n
214	282	0	n
215	282	0	n
216	282	0	n
217	282	0	n
218	282	0	n
219	282	0	n
220	282	0	n
221	282	0	n
222	282	0	n
223	282	0	n
224	282	0	n
225	282	0	n
226	282	0	n
227	282	0	n
228	282	0	n
229	282	0	n
230	282	0	n
233	282	0	n
234	282	0	n
235	282	0	n
236	282	0	n
237	282	0	n
238	282	0	n
239	282	0	n
240	282	0	n
242	282	0	n
243	282	0	n
244	282	0	n
245	282	0	n
246	282	0	n
247	282	0	n
248	282	0	n
249	282	0	n
250	282	0	n
251	282	0	n
252	282	0	n
254	282	0	n
256	282	0	n
257	282	0	n
258	282	0	n
263	282	0	n
264	282	0	n
265	282	0	n
266	282	0	n
267	282	0	n
268	282	0	n
269	282	0	n
270	282	0	n
271	282	0	n
272	282	0	n
273	282	0	n
274	282	0	n
275	282	0	n
276	282	0	n
277	282	0	n
278	282	0	n
279	282	0	n
280	282	0	n
281	282	0	n
29	283	0	n
31	283	0	n
39	283	0	n
43	283	0	n
44	283	0	n
45	283	0	n
46	283	0	n
48	283	0	n
49	283	0	n
50	283	0	n
51	283	0	n
52	283	0	n
55	283	0	n
63	283	0	n
64	283	0	n
68	283	0	n
70	283	0	n
81	283	0	n
83	283	0	n
84	283	0	n
85	283	0	n
88	283	0	n
92	283	0	n
93	283	0	n
94	283	0	n
95	283	0	n
99	283	0	n
100	283	0	n
101	283	0	n
102	283	0	n
106	283	0	n
108	283	0	n
109	283	0	n
110	283	0	n
111	283	0	n
113	283	0	n
115	283	0	n
118	283	0	n
119	283	0	n
168	283	0	n
170	283	0	n
171	283	0	n
172	283	0	n
173	283	0	n
178	283	0	n
181	283	0	n
183	283	0	n
184	283	0	n
186	283	0	n
187	283	0	n
188	283	0	n
189	283	0	n
190	283	0	n
191	283	0	n
192	283	0	n
193	283	0	n
195	283	0	n
196	283	0	n
197	283	0	n
198	283	0	n
199	283	0	n
201	283	0	n
202	283	0	n
203	283	0	n
204	283	0	n
205	283	0	n
207	283	0	n
208	283	0	n
209	283	0	n
210	283	0	n
211	283	0	n
213	283	0	n
215	283	0	n
216	283	0	n
217	283	0	n
218	283	0	n
219	283	0	n
220	283	0	n
222	283	0	n
224	283	0	n
225	283	0	n
226	283	0	n
227	283	0	n
228	283	0	n
229	283	0	n
230	283	0	n
231	283	0	n
233	283	1	up
234	283	0	n
236	283	0	n
238	283	0	n
240	283	0	n
241	283	0	n
242	283	0	n
243	283	0	n
246	283	0	n
247	283	0	n
249	283	0	n
251	283	0	n
252	283	0	n
253	283	0	n
254	283	0	n
255	283	0	n
256	283	0	n
257	283	0	n
258	283	0	n
263	283	0	n
265	283	0	n
266	283	0	n
267	283	0	n
268	283	0	n
269	283	0	n
270	283	0	n
271	283	0	n
272	283	0	n
273	283	0	n
274	283	1	up
275	283	0	n
276	283	0	n
277	283	0	n
278	283	0	n
279	283	0	n
280	283	0	n
281	283	0	n
282	283	0	n
29	284	0	n
33	284	0	n
36	284	0	n
38	284	0	n
39	284	0	n
44	284	0	n
48	284	0	n
49	284	0	n
50	284	0	n
